pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,4,6,0
0.002,8,11,0
0.003,12,12,0
0.004,15,16,1
0.005,22,18,2
0.006,26,22,2
0.007,33,25,2
0.008,40,29,3
0.009000000000000001,43,33,3
0.01,47,40,4
0.011,57,41,4
0.012,60,47,5
0.013000000000000001,64,54,5
0.014,72,60,5
0.015,80,61,5
0.016,86,67,5
0.017,96,70,6
0.018000000000000002,98,72,6
0.019,103,78,6
0.02,109,82,6
0.021,119,86,6
0.022,124,88,6
0.023,128,92,6
0.024,137,96,6
0.025,142,102,7
0.026000000000000002,148,106,7
0.027,154,110,7
0.028,159,114,8
0.029,165,118,8
0.03,171,118,8
0.031,175,124,8
0.032,184,129,8
0.033,192,132,8
0.034,197,135,9
0.035,205,137,10
0.036000000000000004,212,143,10
0.037,218,154,10
0.038,226,154,10
0.039,229,160,11
0.04,236,165,13
0.041,244,168,15
0.042,251,174,15
0.043000000000000003,256,181,15
0.044,262,187,15
0.045,270,191,16
0.046,278,195,16
0.047,285,200,19
0.048,294,203,20
0.049,302,212,21
0.05,309,218,22
0.051000000000000004,309,218,22
0.052000000000000005,309,218,22
0.053,309,218,22
0.054,309,218,22
0.055,309,218,22
0.056,309,218,22
0.057,309,218,22
0.058,309,218,22
0.059000000000000004,309,218,22
