qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,21,18,5
0.002,29,29,10
0.003,35,36,13
0.004,42,44,14
0.005,47,50,15
0.006,52,59,18
0.007,60,68,19
0.008,65,74,21
0.009000000000000001,70,80,24
0.01,72,81,24
0.011,76,83,25
0.012,79,84,25
0.013000000000000001,82,86,26
0.014,86,89,27
0.015,91,93,28
0.016,95,95,29
0.017,98,98,29
0.018000000000000002,100,102,30
0.019,102,104,31
0.02,103,106,32
0.021,105,109,32
0.022,108,111,33
0.023,114,112,34
0.024,119,125,37
0.025,124,128,37
0.026000000000000002,126,132,39
0.027,132,132,41
0.028,136,134,41
0.029,138,136,41
0.03,140,142,44
0.031,143,148,44
0.032,145,151,45
0.033,145,154,45
0.034,148,156,46
0.035,150,156,48
0.036000000000000004,152,158,48
0.037,155,160,48
0.038,155,162,49
0.039,157,165,49
0.04,160,167,50
0.041,165,170,52
0.042,167,174,52
0.043000000000000003,169,175,52
0.044,174,176,52
0.045,174,177,53
0.046,177,177,53
0.047,178,179,54
0.048,183,182,54
0.049,184,183,54
0.05,184,184,54
0.051000000000000004,186,185,54
0.052000000000000005,189,187,55
0.053,194,192,57
0.054,195,193,57
0.055,196,195,58
0.056,203,203,62
0.057,206,208,64
0.058,208,211,66
0.059000000000000004,211,216,66
0.06,214,220,68
0.061,216,222,69
0.062,231,227,70
0.063,231,231,72
0.064,235,231,72
0.065,235,234,73
0.066,238,235,74
0.067,240,238,74
0.068,241,241,74
0.069,242,247,74
0.07,247,251,76
0.07100000000000001,249,255,79
0.07200000000000001,249,257,79
0.073,250,259,79
0.074,254,260,81
0.075,258,264,84
0.076,261,267,85
0.077,267,269,86
0.078,269,271,88
0.079,270,274,89
0.08,274,276,89
0.081,274,278,89
0.082,279,280,90
0.083,285,282,91
0.084,288,285,92
0.085,289,286,92
0.08600000000000001,291,287,92
0.08700000000000001,292,289,92
0.088,296,292,93
0.089,298,294,93
0.09,299,297,95
0.091,300,302,98
0.092,303,305,99
0.093,304,309,99
0.094,307,311,99
0.095,307,313,99
0.096,310,317,101
0.097,313,320,102
0.098,315,320,102
0.099,316,323,104
